N,num_goldbach_pairs,rho_min,rho_mean,rho_max
4452,127,5.722828,6.836036,7.009912
4454,61,5.931357,7.14459,7.339955
4456,52,5.392867,6.500305,6.680024
4458,105,6.132829,7.170353,7.34005
4460,73,5.601412,6.833168,7.010128
4462,59,6.052841,7.147668,7.339832
4464,109,4.620134,5.641855,5.827478
4466,73,5.931379,7.167374,7.340054
4468,57,5.722948,6.787092,7.009817
4470,147,6.132787,7.165167,7.340215
4472,49,5.825865,6.55434,6.680587
4474,57,6.240099,7.144116,7.340334
4476,108,5.949908,6.843055,7.010554
4478,48,6.485491,7.187092,7.340404
4480,88,4.364615,5.185587,5.361756
4482,107,5.324307,6.137961,6.29515
4484,60,5.601667,6.830756,7.010692
4486,61,5.931416,7.137986,7.340544
4488,127,5.393386,6.508459,6.681156
4490,71,6.132719,7.187655,7.340612
4492,53,5.910311,6.815207,7.010565
4494,132,6.239974,7.164154,7.340683
4496,54,4.942513,6.178871,6.351702
4498,64,6.052793,7.150182,7.340205
4500,138,3.750024,4.78944,4.958064
4502,52,6.36944,7.186723,7.340823
4504,58,5.58077,6.472215,6.681706
4506,101,6.279506,7.176504,7.340884
4508,61,5.38976,5.951253,6.086256
4510,90,5.93146,7.158473,7.340956
4512,115,4.734768,5.838087,6.022983
4514,55,6.132636,7.169981,7.340971
4516,57,5.602005,6.817411,7.011589
4518,101,5.530601,6.655401,6.818933
4520,72,5.272615,6.492772,6.682268
4522,77,5.931483,7.134609,7.341063
4524,126,5.723361,6.818195,7.011802
4526,57,5.93149,7.118396,7.341213
4528,58,5.064664,6.152815,6.352339
4530,149,6.132582,7.158976,7.341286
4532,51,5.949991,6.864629,7.012004
4534,57,6.239727,7.144148,7.341378
4536,131,4.054947,4.938976,5.117069
4538,54,6.369098,7.180343,7.341447
4540,72,6.013508,6.833497,7.012221
4542,107,6.369061,7.190005,7.341515
4544,55,4.838547,5.541164,5.695405
4546,55,6.414184,7.162759,7.341584
4548,111,6.139701,6.851722,7.012426
4550,90,5.167217,6.415715,6.577335
4552,57,5.273225,6.474573,6.683325
4554,131,5.531046,6.637879,6.820048
4556,55,5.803372,6.83663,7.012631
4558,58,6.239579,7.174027,7.341553
4560,147,5.252304,6.183835,6.35456
4562,52,6.279105,7.191437,7.341859
4564,70,5.602506,6.811744,7.01283
4566,111,6.052703,7.157828,7.341923
4568,54,5.474415,6.511359,6.683923
4570,72,5.93157,7.152883,7.341989
4572,110,5.202281,6.321222,6.491516
4574,50,6.132433,7.147318,7.342064
4576,68,5.152756,5.870416,6.026275
4578,129,6.239457,7.181838,7.34213
4580,77,5.95006,6.842913,7.013249
4582,52,6.635425,7.181397,7.342186
4584,109,5.684618,6.528224,6.684468
4586,54,5.931599,7.134865,7.342269
4588,61,5.723825,6.825284,7.013307
4590,158,5.090008,6.129482,6.299965
4592,61,5.497641,6.206205,6.355916
4594,57,5.931613,7.137898,7.342405
4596,110,5.723883,6.832568,7.013652
4598,59,4.995017,6.030542,6.20513
4600,71,4.510804,5.733506,5.921637
4602,112,6.052656,7.17041,7.342537
4604,55,5.80362,6.823722,7.013858
4606,67,5.008869,6.239116,6.41984
4608,117,2.902271,4.017157,4.192263
4610,72,6.132313,7.163483,7.342618
4612,53,6.13949,6.871528,7.014016
4614,114,6.23924,7.150188,7.342713
4616,54,5.6215,6.511293,6.685486
4618,57,6.67812,7.204528,7.342811
4620,190,6.013495,6.852601,7.014267
4622,54,6.368314,7.15932,7.342878
4624,56,3.603123,4.845404,5.0143
4626,110,5.531921,6.658332,6.822224
4628,59,5.803743,6.835715,7.014436
4630,77,6.581412,7.189424,7.342998
4632,107,5.582178,6.524273,6.686069
4634,68,6.278598,7.161216,7.343055
4636,58,6.281038,6.869367,7.014651
4638,107,6.341919,7.202472,7.343126
4640,69,4.618057,5.836451,6.02951
4642,65,5.931699,7.164138,7.343208
4644,113,4.683298,5.791568,5.973938
4646,59,5.931706,7.150547,7.343153
4648,69,5.395911,6.516445,6.686619
4650,151,5.369832,6.405009,6.58099
4652,53,5.603408,6.82253,7.015062
4654,59,5.93172,7.111383,7.343376
4656,114,5.067759,6.163549,6.358605
4658,59,6.132155,7.155974,7.343468
4660,73,5.603489,6.827664,7.015253
4662,136,5.532353,6.65339,6.823305
4664,68,5.475717,6.491145,6.687097
4666,56,5.931742,7.154784,7.343615
4668,113,5.724395,6.842599,7.01545
4670,74,6.132115,7.142035,7.343605
4672,57,4.772163,5.537232,5.703002
4674,122,6.238881,7.157723,7.343747
4676,70,5.60365,6.815751,7.015584
4678,57,6.052558,7.178707,7.343815
4680,165,4.955942,5.996889,6.167707
4682,54,5.93177,7.155704,7.343881
4684,62,5.724507,6.827399,7.015868
4686,127,6.132063,7.165346,7.343947
4688,50,5.498903,6.199446,6.359951
4690,95,6.238786,7.185566,7.344012
4692,119,5.950219,6.845719,7.016069
4694,56,5.931791,7.130585,7.34408
4696,58,5.396648,6.479085,6.688222
4698,114,4.572767,5.614603,5.784889
4700,75,5.435042,6.088274,6.254818
4702,57,6.238716,7.156292,7.344212
4704,131,4.046134,4.939737,5.112264
4706,61,5.931812,7.157587,7.343976
4708,65,5.724675,6.842734,7.016466
4710,148,6.131985,7.171496,7.344333
4712,54,5.985566,6.538289,6.688743
4714,55,6.238645,7.148726,7.344409
4716,112,5.430735,6.326842,6.497131
4718,60,6.641097,7.18658,7.344469
4720,81,5.357988,6.183107,6.361251
4722,109,6.367403,7.172817,7.344536
4724,56,5.60413,6.830593,7.016851
4726,59,5.931847,7.132506,7.344568
4728,113,5.397134,6.528243,6.689276
4730,78,6.131921,7.180098,7.344658
4732,75,4.391769,5.608584,5.804607
4734,119,5.533204,6.64303,6.82545
4736,58,3.966174,5.180005,5.379061
4738,57,6.052482,7.153679,7.344797
4740,154,5.804306,6.84392,7.017246
4742,58,6.277854,7.180883,7.344868
4744,60,5.58337,6.496737,6.689783
4746,139,6.277827,7.176432,7.344923
4748,54,6.039653,6.854799,7.017448
4750,83,4.820109,5.658282,5.824118
4752,121,4.34658,5.154735,5.324475
4754,60,5.931895,7.166498,7.345064
4756,61,5.725008,6.842766,7.017626
4758,122,6.131831,7.183681,7.345128
4760,87,5.827249,6.53736,6.690322
4762,59,5.931909,7.12242,7.345194
4764,114,5.725063,6.837009,7.017839
4766,54,6.131805,7.172089,7.345259
4768,57,5.031409,5.891732,6.035843
4770,147,5.7195,6.66943,6.826504
4772,55,5.95033,6.859538,7.018033
4774,79,6.411848,7.173893,7.345387
4776,116,5.686181,6.521517,6.69084
4778,56,6.366903,7.202541,7.345453
4780,73,6.138954,6.847018,7.018224
4782,108,6.411769,7.190721,7.345517
4784,61,5.658414,6.230705,6.363791
4786,59,5.93195,7.178341,7.345582
4788,143,5.206639,6.345353,6.499832
4790,78,5.931957,7.155312,7.345166
4792,60,5.277639,6.488698,6.691357
4794,127,6.052412,7.17122,7.345703
4796,66,5.604839,6.811386,7.018162
4798,58,6.052407,7.179672,7.345775
4800,150,3.736722,4.779408,4.950828
4802,64,3.177287,4.390203,4.59056
4804,61,5.604917,6.784507,7.018805
4806,114,5.01568,6.112662,6.309178
4808,51,5.477608,6.543131,6.691828
4810,85,6.238089,7.171077,7.345967
4812,108,5.911077,6.833471,7.018989
4814,60,6.27737,7.191889,7.345996
4816,75,4.951098,6.185106,6.365158
4818,128,6.052383,7.175612,7.346065
4820,79,5.605072,6.820026,7.019163
4822,62,6.052378,7.164499,7.34616
4824,120,4.959683,6.00035,6.17422
4826,58,6.277291,7.165248,7.346201
4828,64,5.911114,6.855975,7.019384
4830,189,6.277264,7.172231,7.346269
4832,59,5.059067,5.854334,6.038514
4834,63,5.932032,7.15063,7.346352
4836,121,5.725552,6.842657,7.019561
4838,58,6.131577,7.188352,7.346323
4840,82,4.627185,5.390695,5.562434
4842,114,5.720003,6.657401,6.828518
4844,69,5.950427,6.862533,7.019685
4846,58,6.465477,7.178084,7.346543
4848,105,5.360034,6.199275,6.36643
4850,74,5.607704,6.440704,6.587969
4852,62,6.279651,6.863836,7.019948
4854,114,6.411061,7.171257,7.346666
4856,53,5.904199,6.534549,6.693342
4858,68,6.546347,7.205802,7.346728
4860,154,4.068,4.782461,4.949439
4862,70,6.480916,7.184005,7.346726
4864,57,3.645981,4.884149,5.060724
4866,114,6.052324,7.188059,7.346814
4868,54,5.804929,6.842728,7.020036
4870,73,6.606077,7.191992,7.346917
4872,139,5.584691,6.535149,6.693855
4874,53,5.932099,7.137452,7.346986
4876,64,5.725821,6.852393,7.020509
4878,109,5.614001,6.669935,6.829598
4880,74,4.95273,6.189454,6.367545
4882,63,6.052304,7.168417,7.347112
4884,126,5.805006,6.852126,7.020715
4886,69,6.680261,7.202882,7.347033
4888,62,5.584853,6.530378,6.694413
4890,149,6.276869,7.191202,7.347219
4892,51,5.605763,6.827026,7.020777
4894,60,6.05229,7.16196,7.347301
4896,122,4.308835,5.35849,5.524766
4898,53,6.521866,7.191658,7.34716
4900,94,4.237579,5.179791,5.347392
4902,123,6.27679,7.179576,7.34732
4904,58,5.904331,6.54424,6.694907
4906,65,5.932152,7.164043,7.347488
4908,103,5.726033,6.853828,7.021274
4910,75,6.131354,7.207381,7.347539
4912,61,4.953536,6.184728,6.368738
4914,150,5.018259,6.147468,6.313603
4916,54,5.805158,6.850212,7.021212
4918,57,6.46469,7.176612,7.347677
4920,152,5.585175,6.539851,6.695409
4922,60,5.932178,7.161412,7.347503
4924,55,5.726139,6.836807,7.021647
4926,117,6.131304,7.193733,7.347801
4928,70,4.735179,5.574859,5.717196
4930,84,6.237412,7.181666,7.347695
4932,118,5.433762,6.342814,6.505059
4934,62,5.932198,7.175418,7.347926
4936,60,5.280158,6.489315,6.695911
4938,105,6.052237,7.183089,7.347884
4940,89,5.606217,6.848142,7.022028
4942,73,6.052232,7.175481,7.347911
4944,121,5.153371,6.1986,6.370202
4946,57,5.932218,7.159736,7.348112
4948,61,5.726297,6.816423,7.02209
4950,167,4.857924,5.906486,6.074867
4952,54,5.713598,6.539209,6.695122
4954,64,5.932231,7.152407,7.348236
4956,145,5.726349,6.856658,7.022258
4958,55,6.131207,7.196204,7.34823
4960,81,4.628898,5.851431,6.044834
4962,112,6.052208,7.150749,7.348341
4964,61,5.805384,6.837338,7.022115
4966,70,6.409984,7.185815,7.348284
4968,119,4.552974,5.51001,5.664172
4970,92,5.932257,7.168116,7.34847
4972,68,5.606517,6.823217,7.022693
4974,115,6.052194,7.154668,7.348389
4976,55,4.955129,6.166986,6.371429
4978,61,6.052189,7.149847,7.348539
4980,159,5.805458,6.84744,7.022948
4982,58,6.276274,7.176154,7.348273
4984,70,5.585812,6.493645,6.697298
4986,117,5.760128,6.654701,6.832528
4988,65,6.039469,6.858458,7.023112
4990,84,5.93229,7.159368,7.348741
4992,126,4.098635,5.226213,5.395169
4994,60,6.131098,7.180375,7.34883
4996,63,5.60674,6.840353,7.023225
4998,144,5.138249,6.272907,6.434977
5000,76,3.212462,4.255953,4.42981
5002,56,5.932309,7.153602,7.348907
5004,121,5.210759,6.317682,6.507573
5006,63,5.932316,7.132648,7.349035
5008,56,5.075752,6.210773,6.372636
5010,154,6.131049,7.164068,7.349042
5012,68,5.606888,6.812485,7.023649
5014,67,5.932328,7.13927,7.348893
5016,145,5.401332,6.507455,6.698339
5018,63,6.131025,7.181001,7.349152
5020,75,5.911541,6.85088,7.023832
5022,119,4.689853,5.616611,5.802171
5024,56,4.630962,5.834943,6.047924
5026,79,5.932348,7.142349,7.349291
5028,121,5.726815,6.830319,7.024004
5030,82,6.130989,7.157388,7.349335
5032,64,5.586282,6.515871,6.698652
5034,116,6.236841,7.163851,7.349453
5036,63,5.950677,6.845711,7.02362
5038,70,6.33867,7.192447,7.349388
5040,184,4.847513,5.683962,5.858214
5042,59,5.932373,7.154232,7.349582
5044,66,5.726918,6.834469,7.024056
5046,115,4.551229,5.581354,5.769915
5048,54,5.869746,6.560612,6.698673
5050,80,5.481783,6.413346,6.594571
5052,117,5.950697,6.849588,7.024599
5054,76,4.551313,5.794836,5.968663
5056,64,4.426581,5.520646,5.724181
5058,122,5.615653,6.665596,6.83443
5060,87,6.194859,6.868649,7.024777
5062,61,5.932405,7.135028,7.349884
5064,123,5.402002,6.531041,6.699823
5066,61,6.130882,7.164168,7.349812
5068,77,6.013426,6.85052,7.024842
5070,176,5.034012,5.979219,6.147368
5072,57,5.300757,6.194333,6.375077
5074,58,6.408973,7.172605,7.350063
5076,118,4.983348,5.831394,5.994881
5078,51,6.36434,7.205253,7.350124
5080,83,5.282588,6.527477,6.700305
5082,159,4.928071,6.049108,6.226187
5084,64,5.607547,6.838294,7.025117
5086,61,6.052063,7.193589,7.350244
5088,118,4.831365,5.884273,6.050821
5090,82,5.93245,7.17454,7.350303
5092,66,5.727223,6.835226,7.0255
5094,120,5.615975,6.658433,6.835539
5096,77,4.802748,5.619385,5.788946
5098,68,6.236497,7.179953,7.350423
5100,167,5.196657,6.104186,6.27158
5102,56,5.932469,7.167292,7.350483
5104,72,4.958241,6.159815,6.375885
5106,130,6.05204,7.172648,7.350542
5108,55,5.806045,6.848611,7.025858
5110,101,5.932481,7.164844,7.350582
5112,127,4.888053,6.002731,6.186608
5114,65,6.130741,7.177085,7.350662
5116,61,5.607837,6.833541,7.025686
5118,122,6.052026,7.155771,7.350707
5120,76,3.209103,4.24532,4.429014
5122,65,5.9325,7.158105,7.350769
5124,148,5.727425,6.849185,7.026181
5126,64,6.130706,7.157192,7.350511
5128,53,5.813342,6.529504,6.701731
5130,167,5.207527,6.158651,6.322092
5132,61,5.950797,6.841084,7.026367
5134,65,6.574616,7.185601,7.350938
5136,121,5.364403,6.218014,6.377466
5138,69,6.363849,7.171119,7.350936
5140,84,6.218372,6.861669,7.026555
5142,123,6.40835,7.184417,7.351063
5144,59,5.828931,6.52816,6.702197
5146,61,6.574464,7.193027,7.350676
5148,140,5.623661,6.351934,6.512548
5150,76,5.179304,6.407015,6.597944
5152,73,4.754436,5.886121,6.053634
5154,121,6.130624,7.191177,7.351143
5156,59,5.608195,6.849865,7.026871
5158,60,6.051981,7.160971,7.351313
5160,167,5.481949,6.528246,6.702654
5162,59,6.553636,7.182188,7.351158
5164,59,5.911848,6.85668,7.027048
5166,144,5.761145,6.668574,6.837427
5168,65,5.661722,6.231702,6.378611
5170,90,5.932575,7.174745,7.351488
5172,110,5.727724,6.851109,7.027276
5174,69,5.932581,7.171082,7.351516
5176,62,5.403537,6.532007,6.703083
5178,121,6.130555,7.185723,7.35157
5180,89,5.950856,6.864535,7.027287
5182,69,5.932594,7.154773,7.351665
5184,126,2.889875,4.008521,4.189617
5186,61,6.130532,7.157591,7.351723
5188,59,6.013407,6.842591,7.027621
5190,159,6.236012,7.187606,7.351731
5192,67,5.28442,6.532411,6.703426
5194,71,5.142132,6.261252,6.441881
5196,118,5.806437,6.85851,7.027791
5198,64,6.363365,7.188645,7.351819
5200,90,4.208124,5.440633,5.627427
5202,130,4.213942,5.34631,5.513965
5204,58,5.806473,6.869761,7.027909
5206,61,6.337397,7.188988,7.351914
5208,144,5.587962,6.542408,6.704082
5210,75,6.274856,7.173869,7.352068
5212,63,5.608691,6.840835,7.028145
5214,132,6.051918,7.178247,7.352124
5216,63,4.834765,5.862805,6.056391
5218,60,6.461556,7.189734,7.352189
5220,160,5.398609,6.355244,6.514876
5222,73,6.274784,7.197597,7.352124
5224,61,5.95356,6.557665,6.704537
5226,131,6.337249,7.186262,7.352304
5228,56,6.039293,6.853274,7.02839
5230,85,5.932668,7.192865,7.352362
5232,115,5.080485,6.212769,6.380826
5234,63,5.932674,7.164447,7.352421
5236,86,5.608901,6.857541,7.028622
5238,119,5.025593,6.141227,6.326181
5240,84,5.28519,6.509017,6.70499
5242,64,6.051886,7.174681,7.352536
5244,139,5.806648,6.858869,7.028704
5246,57,6.274639,7.163069,7.352446
5248,64,4.293579,5.240054,5.410453
5250,198,4.771519,5.681373,5.849552
5252,68,6.039276,6.879052,7.028983
5254,62,6.337042,7.181995,7.352708
5256,124,5.202699,6.021765,6.19252
5258,61,6.476633,7.194166,7.352561
5260,77,6.08369,6.865606,7.028971
5262,116,6.461114,7.195031,7.35277
5264,70,4.961998,6.203139,6.382124
5266,59,6.05186,7.182641,7.352881
5268,118,5.806752,6.856674,7.029359
5270,85,6.517534,7.191774,7.352879
5272,62,5.588555,6.544828,6.70591
5274,120,5.761733,6.678458,6.840244
5276,57,5.60925,6.826143,7.029522
5278,84,6.051846,7.177311,7.353042
5280,175,4.836427,5.901548,6.059243
5282,60,5.932747,7.178941,7.353033
5284,67,5.609319,6.809477,7.029694
5286,115,6.051838,7.175239,7.353129
5288,53,5.483437,6.542247,6.706368
5290,87,4.772631,5.717763,5.890355
5292,142,3.979218,4.929056,5.09698
5294,63,6.274353,7.190743,7.353281
5296,63,5.3667,6.22962,6.383267
5298,112,6.336721,7.175842,7.353312
5300,82,4.858739,6.111209,6.279296
5302,72,6.05182,7.1738,7.353337
5304,140,5.48362,6.542772,6.706847
5306,77,5.932783,7.1896,7.353451
5308,64,5.728554,6.852718,7.030185
5310,163,5.617847,6.67479,6.841175
5312,55,4.316635,5.576743,5.73725
5314,62,6.051807,7.153552,7.353566
5316,128,5.80696,6.854022,7.030391
5318,58,6.517002,7.21051,7.353622
5320,107,5.588994,6.528853,6.707301
5322,122,6.274187,7.199594,7.353679
5324,69,3.992751,4.660036,4.794749
5326,64,5.932813,7.137822,7.353736
5328,126,4.570308,5.715083,5.872278
5330,86,6.130123,7.206954,7.353791
5332,64,6.083571,6.850393,7.030695
5334,138,6.235272,7.194494,7.353848
5336,69,5.286705,6.526873,6.707751
5338,69,6.051781,7.168421,7.353787
5340,166,5.807062,6.865093,7.030898
5342,65,6.362232,7.211312,7.353962
5344,63,4.943201,5.87375,6.061962
5346,138,4.226331,5.150149,5.3063
5348,70,6.330712,6.903269,7.031069
5350,83,5.182952,6.421383,6.604173
5352,114,5.405868,6.52884,6.708199
5354,59,5.932854,7.175559,7.35413
5356,73,5.72884,6.85718,7.03123
5358,122,6.130046,7.196769,7.354185
5360,82,5.305286,6.235412,6.385536
5362,77,6.235131,7.176338,7.354232
5364,119,5.439348,6.343517,6.519677
5366,61,6.362046,7.203963,7.354299
5368,70,5.690543,6.534929,6.70863
5370,166,6.362016,7.193487,7.354355
5372,60,6.497306,6.905951,7.031574
5374,64,6.406297,7.19996,7.354411
5376,143,4.200527,4.93502,5.094974
5378,57,6.475412,7.20272,7.354467
5380,81,6.137199,6.871084,7.031742
5382,132,5.963843,6.695719,6.842994
5384,59,5.287449,6.539471,6.709094
5386,68,6.051729,7.18382,7.354578
5388,124,5.807266,6.875849,7.031909
5390,102,5.027022,6.295877,6.448744
5392,68,5.083715,6.191122,6.386655
5394,132,6.129946,7.194241,7.354687
5396,64,5.610275,6.8859,7.032074
5398,68,6.051716,7.158446,7.354746
5400,156,3.712958,4.788374,4.9378
5402,63,5.932925,7.221109,7.354797
5404,75,5.729124,6.822933,7.032241
5406,128,6.129913,7.193186,7.354856
5408,63,4.147469,4.725148,4.871041
5410,86,5.932937,7.144988,7.354911
5412,141,5.729171,6.86807,7.032408
5414,58,6.129892,7.222786,7.354968
5416,61,5.287941,6.513721,6.709977
5418,139,5.540562,6.676456,6.843891
5420,75,5.610477,6.853103,7.032576
5422,67,5.932955,7.143044,7.355078
5424,126,5.084347,6.199842,6.387765
5426,63,6.129859,7.17496,7.355134
5428,65,5.912383,6.853912,7.032735
5430,169,6.234793,7.184743,7.355189
5432,70,5.628763,6.553748,6.710433
5434,87,5.932972,7.171254,7.355226
5436,123,5.218376,6.338578,6.521969
5438,54,6.129826,7.190988,7.355299
5440,93,4.321298,5.559884,5.743642
5442,121,6.051669,7.198163,7.355352
5444,63,5.610678,6.830988,7.03307
5446,75,5.93299,7.155477,7.355381
5448,127,5.407099,6.524378,6.710873
5450,85,5.381511,6.427695,6.607181
5452,68,5.610744,6.835091,7.033231
5454,135,5.030179,6.140324,6.334036
5456,74,5.163098,6.213497,6.388854
5458,64,6.335579,7.186668,7.355574
5460,218,5.912446,6.866229,7.033403
5462,55,6.273375,7.187223,7.355629
5464,67,5.761186,6.532732,6.7113
5466,129,6.335522,7.185416,7.355672
5468,52,6.039125,6.87832,7.03356
5470,82,6.459086,7.186568,7.355738
5472,127,4.606452,5.387515,5.556755
5474,84,5.93303,7.185799,7.355766
5476,63,4.051633,5.188808,5.355774
5478,144,6.129718,7.1903,7.355845
5480,80,5.288914,6.530054,6.711749
5482,65,5.933042,7.135332,7.355903
5484,118,5.729589,6.848228,7.033891
5486,65,5.933047,7.153035,7.35594
5488,80,3.277617,4.394255,4.581949
5490,164,5.619337,6.668038,6.845663
5492,61,5.951223,6.874277,7.033959
5494,67,6.234479,7.166131,7.356065
5496,126,5.629275,6.535848,6.712176
5498,60,6.361045,7.205191,7.356121
5500,98,4.518381,5.364693,5.539197
5502,149,6.361015,7.190739,7.356175
5504,62,4.00168,5.255526,5.424763
5506,68,5.933076,7.153317,7.35623
5508,127,4.199264,5.319679,5.503916
5510,88,5.933082,7.174976,7.356244
5512,70,5.407906,6.520724,6.71256
5514,130,6.129621,7.170485,7.356279
5516,71,5.95125,6.854862,7.034545
5518,73,6.234362,7.185471,7.356382
5520,172,5.307674,6.223616,6.391047
5522,66,5.933099,7.179718,7.356419
5524,65,5.611339,6.782272,7.034539
5526,134,5.541619,6.67572,6.846533
5528,54,5.486111,6.561247,6.713022
5530,103,5.933111,7.156499,7.35655
5532,128,5.729864,6.858782,7.034853
5534,65,5.933116,7.160101,7.356608
5536,65,4.76484,5.872498,6.069762
5538,138,6.129557,7.169997,7.35665
5540,79,5.951277,6.863085,7.035021
5542,70,6.234246,7.166658,7.356706
5544,169,5.119884,6.028702,6.203717
5546,72,6.360687,7.182621,7.356753
5548,70,6.013352,6.844464,7.035134
5550,173,5.613953,6.441227,6.610105
5552,63,5.508975,6.255041,6.392105
5554,67,6.404777,7.173393,7.356878
5556,129,6.136727,6.88503,7.035353
5558,70,6.473641,7.197207,7.356927
5560,89,5.290111,6.536122,6.713871
5562,126,5.032388,6.165837,6.337749
5564,68,5.807994,6.862577,7.035511
5566,75,4.821021,6.072512,6.244897
5568,127,4.4442,5.577334,5.749727
5570,81,6.129472,7.195633,7.357082
5572,79,5.61173,6.851875,7.035646
5574,133,6.05153,7.172444,7.357143
5576,69,5.290348,6.50437,6.714203
5578,71,6.051526,7.166775,7.357199
5580,177,5.298672,6.348571,6.526452
5582,60,6.272698,7.187614,7.357252
5584,66,4.969106,6.189443,6.39312
5586,163,5.149382,6.282211,6.45517
5588,65,5.808091,6.84014,7.035998
5590,93,6.334666,7.183371,7.357358
5592,124,5.591392,6.540842,6.714771
5594,67,5.933201,7.168314,7.357412
5596,63,5.730227,6.874091,7.036145
5598,124,5.620202,6.677662,6.848269
5600,96,4.329346,5.164347,5.326548
5602,64,6.233959,7.201289,7.357519
5604,132,5.951348,6.865229,7.036318
5606,64,6.513926,7.185737,7.357572
5608,67,5.692142,6.545696,6.71519
5610,198,6.360217,7.198577,7.357619
5612,64,6.151948,6.890201,7.035841
5614,79,6.404284,7.180863,7.357652
5616,136,4.566931,5.214839,5.376244
5618,56,4.67437,5.350567,5.518246
5620,90,6.13656,6.874431,7.036634
5622,120,6.473027,7.201454,7.357782
5624,64,5.906111,6.567736,6.715608
5626,67,5.933246,7.205296,7.35782
5628,151,5.730406,6.874403,7.036779
5630,83,6.129315,7.179558,7.35788
5632,74,3.96893,4.637963,4.789559
5634,125,5.724989,6.679009,6.849117
5636,67,5.951384,6.871093,7.036947
5638,64,6.568577,7.207119,7.357995
5640,169,5.692349,6.577381,6.716035
5642,79,5.933268,7.18475,7.358022
5644,73,5.612308,6.848648,7.037099
5646,130,6.051456,7.199367,7.358089
5648,60,5.166458,6.240226,6.395296
5650,86,5.188118,6.437495,6.612955
5652,125,5.221909,6.354426,6.528637
5654,73,5.933285,7.164789,7.358189
5656,81,5.29152,6.53559,6.716462
5658,140,6.051444,7.178886,7.358236
5660,86,5.612436,6.836179,7.037406
5662,70,5.933296,7.143885,7.358307
5664,131,4.768112,5.879187,6.074987
5666,65,6.129221,7.160119,7.358363
5668,74,5.912842,6.869232,7.037526
5670,204,4.708307,5.661771,5.833085
5672,63,5.291752,6.522407,6.71649
5674,67,6.051428,7.166275,7.358468
5676,147,5.808442,6.857897,7.037741
5678,64,6.359724,7.181833,7.358454
5680,89,5.271411,6.224128,6.396366
5682,128,6.272147,7.175263,7.358531
5684,78,5.25142,5.978843,6.137575
5686,64,5.933329,7.178697,7.358625
5688,127,4.901807,6.032941,6.209043
5690,84,6.129159,7.187474,7.358673
5692,65,5.612689,6.845363,7.037962
5694,145,6.051408,7.180193,7.358729
5696,63,4.330231,5.545005,5.754808
5698,89,6.051404,7.185563,7.358777
5700,186,5.064135,6.120808,6.293808
5702,62,6.272039,7.185943,7.358833
5704,72,5.292213,6.529181,6.717716
5706,132,5.543324,6.671283,6.850781
5708,64,5.808568,6.870018,7.038366
5710,87,6.333859,7.193972,7.358854
5712,168,5.271886,6.230796,6.397407
5714,66,5.933368,7.15306,7.358989
5716,61,5.730893,6.873996,7.03851
5718,127,6.129087,7.182752,7.359041
5720,110,5.292443,6.531431,6.718113
5722,66,6.051379,7.165086,7.359093
5724,130,4.792858,5.846789,6.022887
5726,77,6.512701,7.19568,7.358457
5728,69,4.951708,5.897425,6.077454
5730,174,6.271887,7.186763,7.359191
5732,58,6.151604,6.858298,7.03832
5734,73,6.3337,7.187735,7.359223
5736,127,5.718583,6.556989,6.718544
5738,61,6.51258,7.220299,7.35929
5740,103,5.613066,6.858735,7.038986
5742,143,5.543657,6.68905,6.851608
5744,71,4.972474,6.209966,6.398436
5746,79,4.748165,5.996073,6.174131
5748,132,5.731068,6.845772,7.039138
5750,84,4.641704,5.697578,5.872103
5752,76,5.292899,6.523903,6.718929
5754,162,6.051347,7.176864,7.359494
5756,71,5.808756,6.840393,7.03914
5758,69,6.333542,7.182218,7.359557
5760,172,3.804449,4.761412,4.930797
5762,64,6.271715,7.159256,7.359383
5764,76,6.082894,6.86106,7.039439
5766,136,4.747304,5.614051,5.773473
5768,73,5.718769,6.562266,6.71934
5770,87,6.45632,7.200424,7.359695
5772,144,6.082882,6.87744,7.039527
5774,61,6.471604,7.205953,7.359762
5776,63,4.298952,4.898961,5.039679
5778,128,5.441577,6.192495,6.34512
5780,87,4.843151,5.563072,5.730741
5782,78,5.034916,6.289939,6.461317
5784,132,5.411208,6.550149,6.719779
5786,75,5.933466,7.161686,7.359816
5788,65,5.731284,6.862929,7.039905
5790,167,6.128904,7.186575,7.359965
5792,61,4.991539,5.905623,6.079673
5794,64,5.933476,7.174559,7.360018
5796,166,5.224174,6.364448,6.532907
5798,70,6.128884,7.18331,7.359783
5800,98,4.950454,5.8319,5.97728
5802,130,6.233027,7.192385,7.359993
5804,68,5.613562,6.850713,7.040211
5806,63,6.051296,7.200974,7.36017
5808,141,4.062473,5.132175,5.293733
5810,97,5.933498,7.180274,7.360158
5812,67,5.731413,6.866385,7.04037
5814,147,5.621871,6.679348,6.853297
5816,63,5.293803,6.528665,6.720258
5818,65,6.051284,7.1639,7.360323
5820,171,5.809003,6.862456,7.040521
5822,69,6.471164,7.206275,7.360275
5824,87,4.334514,5.564562,5.76139
5826,129,6.051276,7.19239,7.360424
5828,70,5.809034,6.882881,7.040586
5830,101,5.933525,7.181905,7.360471
5832,135,2.877812,4.001336,4.187005
5834,65,6.128794,7.181788,7.360525
5836,67,6.082787,6.886918,7.040824
5838,150,6.232864,7.187726,7.360394
5840,87,5.312203,6.229378,6.401473
5842,70,5.933541,7.169499,7.360618
5844,131,5.731584,6.859076,7.040977
5846,76,5.933546,7.157777,7.360248
