N,p,q,type,rad_odd_pq,conductor_proxy,rho
8192,2215,5977,Composite,13239055,175272577293025,3.639738
8192,2216,5976,Composite,68973,4757274729,2.472884
8192,2217,5975,Composite,2649315,7018869969225,3.282644
8192,2218,5974,Composite,3312583,10973206131889,3.332235
8192,2219,5973,Composite,13254087,175670822203569,3.63999
8192,2220,5972,Composite,828615,686602818225,3.024668
8192,2221,5971,Mixed,13261591,175869795851281,3.640115
8192,2222,5970,Composite,3316335,10998077832225,3.332486
8192,2223,5969,Composite,4423029,19563185534841,3.396401
8192,2224,5968,Composite,51847,2688111409,2.409534
8192,2225,5967,Composite,295035,87045651225,2.795466
8192,2226,5966,Composite,3320079,11022924566241,3.332736
8192,2227,5965,Composite,13284055,176466117243025,3.640491
8192,2228,5964,Composite,830487,689708657169,3.025169
8192,2229,5963,Composite,13291527,176664689991729,3.640616
8192,2230,5962,Composite,3323815,11047746154225,3.332986
8192,2231,5961,Composite,13298991,176863161618081,3.640741
8192,2232,5960,Composite,69285,4800411225,2.473885
8192,2233,5959,Composite,13306447,177061531763809,3.640865
8192,2234,5958,Composite,1109181,1230282490761,3.089394
8192,2235,5957,Composite,13313895,177259800071025,3.640989
8192,2236,5956,Composite,832351,692808187201,3.025667
8192,2237,5955,Mixed,13321335,177457966182225,3.641113
8192,2238,5954,Composite,3331263,11097313175169,3.333483
8192,2239,5953,Goldbach,13328767,177656029740289,3.641237
8192,2240,5952,Composite,3255,10595025,1.795145
8192,2241,5951,Composite,1481799,2195728276401,3.15368
8192,2242,5950,Composite,666995,444882330025,2.97651
8192,2243,5949,Mixed,4447869,19783538641161,3.397644
8192,2244,5948,Composite,834207,695901318849,3.026161
8192,2245,5947,Composite,13351015,178249601530225,3.641607
8192,2246,5946,Composite,3338679,11146777465041,3.333976
8192,2247,5945,Composite,13358415,178447251312225,3.64173
8192,2248,5944,Composite,208783,43590341089,2.718715
8192,2249,5943,Composite,13365807,178644796761249,3.641853
8192,2250,5942,Composite,44565,1986039225,2.375942
8192,2251,5941,Mixed,13373191,178842237522481,3.641975
8192,2252,5940,Composite,92895,8629481025,2.538971
8192,2253,5939,Mixed,13380567,179039573241489,3.642098
8192,2254,5938,Composite,478009,228492604081,2.902566
8192,2255,5937,Composite,13387935,179236803564225,3.64222
8192,2256,5936,Composite,52311,2736440721,2.411512
8192,2257,5935,Composite,13395295,179433928137025,3.642342
8192,2258,5934,Composite,3349743,11220778166049,3.334711
8192,2259,5933,Composite,4467549,19958994067401,3.398623
8192,2260,5932,Composite,837895,702068031025,3.02714
8192,2261,5931,Composite,4469997,19980873180009,3.398745
8192,2262,5930,Composite,3353415,11245392162225,3.334954
8192,2263,5929,Composite,174251,30363411001,2.678586
8192,2264,5928,Composite,209703,43975348209,2.71969
8192,2265,5927,Mixed,13424655,180221361869025,3.642828
8192,2266,5926,Composite,3357079,11269979412241,3.335196
8192,2267,5925,Mixed,2686395,7216718096025,3.285729
8192,2268,5924,Composite,31101,967272201,2.296104
8192,2269,5923,Goldbach,13439287,180614435068369,3.64307
8192,2270,5922,Composite,1120245,1254948860025,3.091597
8192,2271,5921,Composite,13446591,180810809521281,3.64319
8192,2272,5920,Composite,13135,172528225,2.104789
8192,2273,5919,Mixed,13453887,181007075408769,3.643311
8192,2274,5918,Composite,3364383,11319072970689,3.335679
8192,2275,5917,Composite,2692235,7248129295225,3.286211
8192,2276,5916,Composite,841551,708208085601,3.028106
8192,2277,5915,Composite,345345,119263169025,2.830412
8192,2278,5914,Composite,3368023,11343578928529,3.335919
8192,2279,5913,Composite,499101,249101808201,2.91215
8192,2280,5912,Composite,210615,44358678225,2.720654
8192,2281,5911,Mixed,13482991,181791046306081,3.64379
8192,2282,5910,Composite,3371655,11368057439025,3.336158
8192,2283,5909,Composite,13490247,181986764121009,3.64391
8192,2284,5908,Composite,843367,711267896689,3.028585
8192,2285,5907,Composite,13497495,182182371275025,3.644029
8192,2286,5906,Composite,1125093,1265834258649,3.092556
8192,2287,5905,Mixed,13504735,182377867420225,3.644148
8192,2288,5904,Composite,17589,309372921,2.169598
8192,2289,5903,Mixed,13511967,182573252209089,3.644267
8192,2290,5902,Composite,3378895,11416931421025,3.336634
8192,2291,5901,Composite,13519191,182768525294481,3.644385
8192,2292,5900,Composite,169035,28572831225,2.67184
8192,2293,5899,Mixed,13526407,182963686329649,3.644504
8192,2294,5898,Composite,3382503,11441326545009,3.336871
8192,2295,5897,Mixed,1503735,2261218950225,3.156941
8192,2296,5896,Composite,211519,44740287361,2.721604
8192,2297,5895,Mixed,4513605,20372630096025,3.4009
8192,2298,5894,Composite,3386103,11465693526609,3.337107
8192,2299,5893,Composite,1231637,1516929699769,3.112638
8192,2300,5892,Composite,169395,28694666025,2.672313
8192,2301,5891,Composite,13555191,183743203046481,3.644976
8192,2302,5890,Composite,3389695,11490032193025,3.337342
8192,2303,5889,Composite,1937481,3753832625361,3.213192
8192,2304,5888,Composite,69,4761,0.939773
8192,2305,5887,Composite,467915,218944447225,2.897829
8192,2306,5886,Composite,377031,142152374961,2.849896
8192,2307,5885,Composite,13576695,184326647123025,3.645328
8192,2308,5884,Composite,848767,720405420289,3.030001
8192,2309,5883,Mixed,13583847,184520899319409,3.645444
8192,2310,5882,Composite,3396855,11538623891025,3.33781
8192,2311,5881,Goldbach,13590991,184715036362081,3.645561
8192,2312,5880,Composite,1785,3186225,1.661801
8192,2313,5879,Mixed,4532709,20545450878681,3.401837
8192,2314,5878,Composite,3400423,11562876578929,3.338044
8192,2315,5877,Composite,4535085,20566995957225,3.401954
8192,2316,5876,Composite,850551,723437003601,3.030467
8192,2317,5875,Composite,544495,296474805025,2.931471
8192,2318,5874,Composite,3403983,11587100264289,3.338276
8192,2319,5873,Composite,13619487,185490426143169,3.646026
8192,2320,5872,Composite,53215,2831836225,2.415315
8192,2321,5871,Composite,13626591,185683982281281,3.646142
8192,2322,5870,Composite,378615,143349318225,2.850826
8192,2323,5869,Mixed,13633687,185877421213969,3.646257
8192,2324,5868,Composite,284109,80717923881,2.78709
8192,2325,5867,Mixed,2728155,7442829704025,3.289153
8192,2326,5866,Composite,3411079,11635459944241,3.338738
8192,2327,5865,Composite,13647855,186263946101025,3.646488
8192,2328,5864,Composite,213303,45498169809,2.723468
8192,2329,5863,Composite,13654927,186457031375329,3.646603
8192,2330,5862,Composite,3414615,11659595598225,3.338968
8192,2331,5861,Mixed,4553997,20738888676009,3.402877
8192,2332,5860,Composite,854095,729478269025,3.03139
8192,2333,5859,Mixed,1518783,2306701801089,3.159151
8192,2334,5858,Composite,3418143,11683701568449,3.339197
8192,2335,5857,Mixed,13676095,187035574449025,3.646947
8192,2336,5856,Composite,13359,178462881,2.108542
8192,2337,5855,Composite,13683135,187228183428225,3.647061
8192,2338,5854,Composite,3421663,11707777685569,3.339426
8192,2339,5853,Mixed,13690167,187420672487889,3.647175
8192,2340,5852,Composite,285285,81387531225,2.788007
8192,2341,5851,Goldbach,13697191,187613041290481,3.647289
8192,2342,5850,Composite,228345,52141439025,2.738593
8192,2343,5849,Mixed,13704207,187805289498849,3.647402
8192,2344,5848,Composite,214183,45874357489,2.724382
8192,2345,5847,Composite,13711215,187997416776225,3.647516
8192,2346,5846,Composite,3428679,11755839685041,3.33988
8192,2347,5845,Mixed,13718215,188189422786225,3.647629
8192,2348,5844,Composite,857607,735489766449,3.032301
8192,2349,5843,Mixed,508341,258410572281,2.916221
8192,2350,5842,Composite,686435,471193009225,2.982887
8192,2351,5841,Mixed,4577397,20952563295609,3.404015
8192,2352,5840,Composite,7665,58752225,1.985242
8192,2353,5839,Mixed,13739167,188764709853889,3.647968
8192,2354,5838,Composite,3435663,11803780249569,3.340332
8192,2355,5837,Composite,13746135,188956227438225,3.64808
8192,2356,5836,Composite,859351,738484141201,3.032752
8192,2357,5835,Mixed,13753095,189147622079025,3.648193
8192,2358,5834,Composite,1146381,1314189397161,3.096716
8192,2359,5833,Composite,13760047,189338893442209,3.648305
8192,2360,5832,Composite,885,783225,1.506082
8192,2361,5831,Composite,280959,78937959681,2.784615
8192,2362,5830,Composite,3442615,11851598038225,3.340781
8192,2363,5829,Composite,13773927,189721065001329,3.648529
8192,2364,5828,Composite,861087,741470821569,3.0332
8192,2365,5827,Mixed,13780855,189911964531025,3.64864
8192,2366,5826,Composite,265083,70268996889,2.771705
8192,2367,5825,Composite,919185,844901064225,3.047692
8192,2368,5824,Composite,3367,11336689,1.802654
8192,2369,5823,Composite,4598229,21143709936441,3.405023
8192,2370,5822,Composite,3449535,11899291716225,3.341226
8192,2371,5821,Goldbach,13801591,190483914131281,3.648974
8192,2372,5820,Composite,862815,744449724225,3.033645
8192,2373,5819,Composite,600369,360442936161,2.953152
8192,2374,5818,Composite,3452983,11923091598289,3.341448
8192,2375,5817,Composite,552615,305383338225,2.934756
8192,2376,5816,Composite,23991,575568081,2.238493
8192,2377,5815,Mixed,13822255,191054733285025,3.649306
8192,2378,5814,Composite,1152141,1327428883881,3.097829
8192,2379,5813,Mixed,13829127,191244753582129,3.649416
8192,2380,5812,Composite,864535,747420766225,3.034087
8192,2381,5811,Mixed,13835991,191434646952081,3.649527
8192,2382,5810,Composite,3459855,11970596621025,3.341889
8192,2383,5809,Mixed,13842847,191624413065409,3.649637
8192,2384,5808,Composite,4917,24176889,1.886702
8192,2385,5807,Mixed,4616565,21312672399225,3.405906
8192,2386,5806,Composite,3463279,11994301431841,3.342109
8192,2387,5805,Composite,1539615,2370414348225,3.162175
8192,2388,5804,Composite,866247,750383865009,3.034526
8192,2389,5803,Mixed,13863367,192192944576689,3.649965
8192,2390,5802,Composite,3466695,12017974223025,3.342328
8192,2391,5801,Mixed,13870191,192382198376481,3.650075
8192,2392,5800,Composite,43355,1879656025,2.369832
8192,2393,5799,Mixed,13877007,192571323278049,3.650184
8192,2394,5798,Composite,1156701,1337957203401,3.098705
8192,2395,5797,Composite,13883815,192760318954225,3.650292
8192,2396,5796,Composite,289317,83704326489,2.791122
8192,2397,5795,Composite,13890615,192949185078225,3.650401
8192,2398,5794,Composite,3473503,12065223091009,3.342763
8192,2399,5793,Mixed,13897407,193137921323649,3.65051
8192,2400,5792,Composite,2715,7371225,1.754883
8192,2401,5791,Mixed,40537,1643248369,2.354916
8192,2402,5790,Composite,3476895,12088798841025,3.34298
8192,2403,5789,Composite,1545663,2389074109569,3.163045
8192,2404,5788,Composite,869647,756285904609,3.035395
8192,2405,5787,Composite,4639245,21522594170025,3.406994
8192,2406,5786,Composite,3480279,12112341917841,3.343196
8192,2407,5785,Composite,13924495,193891561005025,3.650942
8192,2408,5784,Composite,217623,47359770129,2.727919
8192,2409,5783,Mixed,13931247,194079642975009,3.651049
8192,2410,5782,Composite,497665,247670452225,2.91151
8192,2411,5781,Mixed,13937991,194267593116081,3.651157
8192,2412,5780,Composite,17085,291897225,2.163145
8192,2413,5779,Mixed,13944727,194455411104529,3.651264
8192,2414,5778,Composite,387447,150115177809,2.855945
8192,2415,5777,Composite,13951455,194643096617025,3.651371
8192,2416,5776,Composite,2869,8231161,1.767128
8192,2417,5775,Mixed,2791635,7793225973225,3.294258
8192,2418,5774,Composite,3490383,12182773486689,3.343839
8192,2419,5773,Composite,13964887,195018068922769,3.651585
8192,2420,5772,Composite,79365,6298803225,2.504033
8192,2421,5771,Composite,4657197,21689483896809,3.407851
8192,2422,5770,Composite,3493735,12206184250225,3.344052
8192,2423,5769,Mixed,4659429,21710278606041,3.407957
8192,2424,5768,Composite,218463,47726082369,2.728774
8192,2425,5767,Composite,2796995,7823181030025,3.294684
8192,2426,5766,Composite,112809,12725870481,2.58208
8192,2427,5765,Composite,13991655,195766409639025,3.65201
8192,2428,5764,Composite,874687,765077347969,3.036678
8192,2429,5763,Composite,13998327,195953158798929,3.652116
8192,2430,5762,Composite,43215,1867536225,2.369115
8192,2431,5761,Composite,14004991,196139772910081,3.652221
8192,2432,5760,Composite,285,81225,1.254587
8192,2433,5759,Composite,14011647,196326251652609,3.652327
8192,2434,5758,Composite,3503743,12276215010049,3.344687
8192,2435,5757,Composite,14018295,196512594707025,3.652432
8192,2436,5756,Composite,876351,767991075201,3.0371
8192,2437,5755,Mixed,14024935,196698801754225,3.652537
8192,2438,5754,Composite,3507063,12299490885969,3.344897
8192,2439,5753,Composite,4677189,21876096941721,3.408802
8192,2440,5752,Composite,219295,48090297025,2.729617
8192,2441,5751,Mixed,519933,270330324489,2.921226
8192,2442,5750,Composite,140415,19716372225,2.630667
8192,2443,5749,Mixed,14044807,197256603667249,3.652851
8192,2444,5748,Composite,878007,770896292049,3.037519
8192,2445,5747,Composite,14051415,197442263502225,3.652956
8192,2446,5746,Composite,270283,73052900089,2.776017
8192,2447,5745,Mixed,14058015,197627785740225,3.65306
8192,2448,5744,Composite,18309,335219481,2.178502
8192,2449,5743,Mixed,14064607,197813170064449,3.653164
8192,2450,5742,Composite,33495,1121915025,2.312563
8192,2451,5741,Mixed,14071191,197998416158481,3.653268
8192,2452,5740,Composite,879655,773792919025,3.037935
8192,2453,5739,Composite,14077767,198183523706289,3.653372
8192,2454,5738,Composite,3520263,12392251589169,3.345731
8192,2455,5737,Mixed,14084335,198368492392225,3.653475
8192,2456,5736,Composite,220119,48452374161,2.73045
8192,2457,5735,Composite,1565655,2451275579025,3.165898
8192,2458,5734,Composite,3523543,12415355272849,3.345938
8192,2459,5733,Mixed,671307,450653088249,2.97794
8192,2460,5732,Composite,881295,776680877025,3.038349
8192,2461,5731,Composite,14103991,198922562128081,3.653785
8192,2462,5730,Composite,3526815,12438424044225,3.346144
8192,2463,5729,Composite,14110527,199106972217729,3.653887
8192,2464,5728,Composite,13783,189971089,2.115477
8192,2465,5727,Composite,14117055,199291241873025,3.65399
8192,2466,5726,Composite,1176693,1384606416249,3.102509
8192,2467,5725,Mixed,2824715,7979014831225,3.296873
8192,2468,5724,Composite,98103,9624198609,2.551078
8192,2469,5723,Composite,14130087,199659358627569,3.654195
8192,2470,5722,Composite,3533335,12484456222225,3.346554
8192,2471,5721,Composite,14136591,199843205101281,3.654297
8192,2472,5720,Composite,220935,48812274225,2.731271
8192,2473,5719,Mixed,14143087,200026909889569,3.654399
8192,2474,5718,Composite,3536583,12507419315889,3.346758
8192,2475,5717,Mixed,943305,889824323025,3.053441
8192,2476,5716,Composite,884551,782430471601,3.039167
8192,2477,5715,Mixed,4718685,22265988129225,3.410762
8192,2478,5714,Composite,3539823,12530346871329,3.346961
8192,2479,5713,Composite,14162527,200577171025729,3.654704
8192,2480,5712,Composite,55335,3061962225,2.423985
8192,2481,5711,Mixed,14168991,200760305958081,3.654805
8192,2482,5710,Composite,3543055,12553238733025,3.347163
8192,2483,5709,Composite,14175447,200943297649809,3.654906
8192,2484,5708,Composite,98463,9694962369,2.551891
8192,2485,5707,Composite,14181895,201126145791025,3.655007
8192,2486,5706,Composite,1182093,1397343860649,3.103525
8192,2487,5705,Composite,14188335,201308850072225,3.655108
8192,2488,5704,Composite,221743,49169958049,2.732081
8192,2489,5703,Composite,14194767,201491410184289,3.655209
8192,2490,5702,Composite,3549495,12598914755025,3.347567
8192,2491,5701,Mixed,14201191,201673825818481,3.655309
8192,2492,5700,Composite,177555,31525778025,2.682755
8192,2493,5699,Composite,4735869,22428455185161,3.411569
8192,2494,5698,Composite,3552703,12621698606209,3.347767
8192,2495,5697,Composite,1579335,2494299042225,3.167829
8192,2496,5696,Composite,3471,12047841,1.809405
8192,2497,5695,Composite,14220415,202220202772225,3.655609
8192,2498,5694,Composite,3555903,12644446145409,3.347967
8192,2499,5693,Mixed,2032401,4130653824801,3.223808
8192,2500,5692,Composite,7115,50623225,1.968715
8192,2501,5691,Composite,14233191,202583726042481,3.655809
8192,2502,5690,Composite,1186365,1407461913225,3.104326
8192,2503,5689,Goldbach,14239567,202765268347489,3.655908
8192,2504,5688,Composite,74181,5502820761,2.48904
8192,2505,5687,Composite,1295085,1677245157225,3.123787
8192,2506,5686,Composite,3562279,12689831673841,3.348364
8192,2507,5685,Composite,14252295,203127912767025,3.656106
8192,2508,5684,Composite,127281,16200452961,2.60887
8192,2509,5683,Mixed,14258647,203309014270609,3.656205
8192,2510,5682,Composite,3565455,12712469357025,3.348562
8192,2511,5681,Composite,528333,279135758889,2.924783
8192,2512,5680,Composite,55735,3106390225,2.425584
8192,2513,5679,Composite,4757109,22630086037881,3.412562
8192,2514,5678,Composite,3568623,12735070116129,3.348759
8192,2515,5677,Composite,14277655,203851432299025,3.656501
8192,2516,5676,Composite,892551,796647287601,3.041165
8192,2517,5675,Composite,2856795,8161277672025,3.299379
8192,2518,5674,Composite,3571783,12757633799089,3.348956
8192,2519,5673,Composite,14290287,204212302542369,3.656697
8192,2520,5672,Composite,74445,5542058025,2.489829
8192,2521,5671,Mixed,14296591,204392514221281,3.656795
8192,2522,5670,Composite,132405,17531084025,2.61763
8192,2523,5669,Mixed,493203,243249199209,2.909511
8192,2524,5668,Composite,894127,799463092129,3.041557
8192,2525,5667,Composite,2861835,8190099567225,3.299771
8192,2526,5666,Composite,3578079,12802649330241,3.349347
8192,2527,5665,Composite,753445,567679368025,3.00356
8192,2528,5664,Composite,13983,195524289,2.118675
8192,2529,5663,Composite,4773909,22790207140281,3.413345
8192,2530,5662,Composite,3581215,12825100876225,3.349541
8192,2531,5661,Mixed,4775997,22810147344009,3.413442
8192,2532,5660,Composite,895695,802269533025,3.041946
8192,2533,5659,Mixed,14334247,205470637057009,3.657379
8192,2534,5658,Composite,3584343,12847514741649,3.349735
8192,2535,5657,Mixed,1103115,1216862703225,3.088177
8192,2536,5656,Composite,224119,50229326161,2.734447
8192,2537,5655,Composite,14346735,205828805160225,3.657572
8192,2538,5654,Composite,398607,158887540449,2.862247
8192,2539,5653,Goldbach,14352967,206007661703089,3.657669
8192,2540,5652,Composite,299085,89451837225,2.798492
8192,2541,5651,Mixed,1305381,1704019555161,3.125545
8192,2542,5650,Composite,718115,515689153225,2.992901
8192,2543,5649,Mixed,14365407,206364918275649,3.657861
8192,2544,5648,Composite,56127,3150240129,2.42714
8192,2545,5647,Mixed,14371615,206543317708225,3.657957
8192,2546,5646,Composite,3593679,12914528755041,3.350312
8192,2547,5645,Composite,4792605,22969062686025,3.414212
8192,2548,5644,Composite,128401,16486816801,2.610815
8192,2549,5643,Mixed,1598223,2554316757729,3.170467
8192,2550,5642,Composite,719355,517471616025,2.993284
8192,2551,5641,Goldbach,14390191,207077597016481,3.658243
8192,2552,5640,Composite,224895,50577761025,2.735214
8192,2553,5639,Mixed,14396367,207255382798689,3.658339
8192,2554,5638,Composite,3599863,12959013618769,3.350694
8192,2555,5637,Composite,14402535,207433014426225,3.658434
8192,2556,5636,Composite,300117,90070213689,2.799256
8192,2557,5635,Mixed,2058385,4236948808225,3.226628
8192,2558,5634,Composite,1200981,1442355362361,3.107043
8192,2559,5633,Composite,14414847,207787814033409,3.658623
8192,2560,5632,Composite,55,3025,0.88944
8192,2561,5631,Composite,14420991,207964981422081,3.658718
8192,2562,5630,Composite,3606015,13003344180225,3.351073
8192,2563,5629,Composite,14427127,208141993474129,3.658812
8192,2564,5628,Composite,901887,813400160769,3.043475
8192,2565,5627,Composite,1603695,2571837653025,3.171226
8192,2566,5626,Composite,3609079,13025451228241,3.351261
8192,2567,5625,Composite,38505,1482635025,2.343501
8192,2568,5624,Composite,225663,50923789569,2.735971
8192,2569,5623,Mixed,14445487,208672094667169,3.659095
8192,2570,5622,Composite,3612135,13047519258225,3.351449
8192,2571,5621,Composite,14451591,208848482431281,3.659188
8192,2572,5620,Composite,903415,816158662225,3.043851
8192,2573,5619,Composite,14457687,209024713389969,3.659282
8192,2574,5618,Composite,22737,516971169,2.226578
8192,2575,5617,Composite,2892755,8368031490025,3.302156
8192,2576,5616,Composite,6279,39425841,1.940972
8192,2577,5615,Composite,14469855,209376703721025,3.659469
8192,2578,5614,Composite,3618223,13091537677729,3.351823
8192,2579,5613,Mixed,14475927,209552462509329,3.659562
8192,2580,5612,Composite,904935,818907354225,3.044224
8192,2581,5611,Composite,14481991,209728063324081,3.659655
8192,2582,5610,Composite,3621255,13113487775025,3.352009
8192,2583,5609,Composite,4829349,23322611763801,3.415907
8192,2584,5608,Composite,226423,51267374929,2.736717
8192,2585,5607,Composite,4831365,23342087763225,3.416
8192,2586,5606,Composite,3624279,13135398269841,3.352194
8192,2587,5605,Composite,14500135,210253915018225,3.659933
8192,2588,5604,Composite,906447,821646163809,3.044594
8192,2589,5603,Composite,14506167,210428881031889,3.660025
8192,2590,5602,Composite,3627295,13157269017025,3.352379
8192,2591,5601,Mixed,14512191,210603687620481,3.660117
8192,2592,5600,Composite,105,11025,1.032961
8192,2593,5599,Mixed,14518207,210778334494849,3.660209
8192,2594,5598,Composite,1210101,1464344430201,3.108722
8192,2595,5597,Composite,14524215,210952821366225,3.660301
8192,2596,5596,Composite,907951,824375018401,3.044962
8192,2597,5595,Composite,2075745,4308717305025,3.228492
8192,2598,5594,Composite,3633303,13200890689809,3.352746
8192,2599,5593,Composite,14536207,211301313946849,3.660484
8192,2600,5592,Composite,45435,2064339225,2.380233
8192,2601,5591,Mixed,285141,81305389881,2.787895
8192,2602,5590,Composite,3636295,13222641327025,3.352929
8192,2603,5589,Composite,179607,32258674449,2.685305
8192,2604,5588,Composite,909447,827093845809,3.045328
8192,2605,5587,Composite,14554135,211822845598225,3.660758
8192,2606,5586,Composite,519897,270292890609,2.92121
8192,2607,5585,Composite,14560095,211996366409025,3.660849
8192,2608,5584,Composite,56887,3236130769,2.430125
8192,2609,5583,Mixed,14566047,212169725206209,3.660939
8192,2610,5582,Composite,1214085,1474002387225,3.109452
8192,2611,5581,Mixed,14571991,212342921704081,3.66103
8192,2612,5580,Composite,303645,92200286025,2.80185
8192,2613,5579,Composite,14577927,212515955617329,3.66112
8192,2614,5578,Composite,3645223,13287650719729,3.353473
8192,2615,5577,Composite,1121835,1258513767225,3.091912
8192,2616,5576,Composite,227919,51947070561,2.738179
8192,2617,5575,Mixed,2917955,8514461382025,3.304081
8192,2618,5574,Composite,3648183,13309239201489,3.353653
8192,2619,5573,Mixed,1621743,2630050358049,3.17371
8192,2620,5572,Composite,912415,832501132225,3.046051
8192,2621,5571,Mixed,4867197,23689606636809,3.41764
8192,2622,5570,Composite,3651135,13330786788225,3.353833
8192,2623,5569,Mixed,14607487,213378676455169,3.66157
8192,2624,5568,Composite,3567,12723489,1.815461
8192,2625,5567,Composite,584535,341681166225,2.94722
8192,2626,5566,Composite,332189,110349531721,2.821792
8192,2627,5565,Composite,14619255,213722616755025,3.661749
8192,2628,5564,Composite,304629,92798827641,2.802568
8192,2629,5563,Mixed,14625127,213894339766129,3.661838
8192,2630,5562,Composite,406335,165108132225,2.866509
8192,2631,5561,Composite,14630991,214065897642081,3.661927
8192,2632,5560,Composite,228655,52283109025,2.738894
8192,2633,5559,Mixed,14636847,214237290101409,3.662016
8192,2634,5558,Composite,3659943,13395182763249,3.354368
8192,2635,5557,Mixed,14642695,214408516863025,3.662104
8192,2636,5556,Composite,915351,837867453201,3.046764
8192,2637,5555,Composite,4882845,23842175294025,3.418352
8192,2638,5554,Composite,3662863,13416565356769,3.354545
8192,2639,5553,Composite,4884789,23861163574521,3.418441
8192,2640,5552,Composite,57255,3278135025,2.431556
8192,2641,5551,Composite,14660191,214921200156481,3.662369
8192,2642,5550,Composite,733155,537516254025,2.997501
8192,2643,5549,Composite,14666007,215091761324049,3.662457
8192,2644,5548,Composite,916807,840535075249,3.047117
8192,2645,5547,Composite,14835,220077225,2.131803
8192,2646,5546,Composite,58233,3391082289,2.435315
8192,2647,5545,Mixed,14677615,215432382088225,3.662633
8192,2648,5544,Composite,76461,5846284521,2.495759
8192,2649,5543,Composite,14683407,215602441127649,3.662721
8192,2650,5542,Composite,734315,539218519225,2.997852
8192,2651,5541,Composite,14689191,215772332234481,3.662808
8192,2652,5540,Composite,918255,843192245025,3.047467
8192,2653,5539,Composite,14694967,215942055131089,3.662895
8192,2654,5538,Composite,3674463,13501678338369,3.355246
8192,2655,5537,Composite,700035,490049001225,2.987241
8192,2656,5536,Composite,14359,206180881,2.124564
8192,2657,5535,Mixed,1634055,2670135743025,3.175388
8192,2658,5534,Composite,3677343,13522851539649,3.35542
8192,2659,5533,Mixed,14712247,216450211789009,3.663156
8192,2660,5532,Composite,919695,845838893025,3.047815
8192,2661,5531,Mixed,14717991,216619259076081,3.663243
8192,2662,5530,Composite,30415,925072225,2.291153
8192,2663,5529,Mixed,14723727,216788136770529,3.663329
8192,2664,5528,Composite,76701,5883043401,2.496455
8192,2665,5527,Mixed,14729455,216956844597025,3.663415
8192,2666,5526,Composite,1227693,1507230102249,3.111926
8192,2667,5525,Composite,2947035,8685015291225,3.306282
8192,2668,5524,Composite,921127,848474950129,3.04816
8192,2669,5523,Composite,14740887,217293749546769,3.663588
8192,2670,5522,Composite,3685935,13586116824225,3.355938
8192,2671,5521,Goldbach,14746591,217461946121281,3.663674
8192,2672,5520,Composite,57615,3319488225,2.432947
8192,2673,5519,Mixed,182127,33170244129,2.688398
8192,2674,5518,Composite,3688783,13607120021089,3.35611
8192,2675,5517,Composite,983865,967990338225,3.062785
8192,2676,5516,Composite,922551,851100347601,3.048503
8192,2677,5515,Mixed,14763655,217965508959025,3.66393
8192,2678,5514,Composite,3691623,13628080374129,3.356281
8192,2679,5513,Composite,14769327,218133020032929,3.664016
8192,2680,5512,Composite,230815,53275564225,2.740981
8192,2681,5511,Composite,14774991,218300359050081,3.664101
8192,2682,5510,Composite,1231485,1516555305225,3.11261
8192,2683,5509,Mixed,14780647,218467525738609,3.664186
8192,2684,5508,Composite,34221,1171076841,2.317322
8192,2685,5507,Mixed,14786295,218634519827025,3.66427
8192,2686,5506,Composite,3697279,13669872003841,3.35662
8192,2687,5505,Mixed,14791935,218801341044225,3.664355
8192,2688,5504,Composite,903,815409,1.510551
8192,2689,5503,Goldbach,14797567,218967989119489,3.664439
8192,2690,5502,Composite,3700095,13690703009025,3.356789
8192,2691,5501,Mixed,4934397,24348273753609,3.420683
8192,2692,5500,Composite,37015,1370110225,2.334742
8192,2693,5499,Mixed,4936269,24366751640361,3.420768
8192,2694,5498,Composite,3702903,13711490627409,3.356958
8192,2695,5497,Composite,2116345,4478916159025,3.232791
8192,2696,5496,Composite,231519,53601047361,2.741657
8192,2697,5495,Composite,14820015,219632844600225,3.664776
8192,2698,5494,Composite,3705703,13732234724209,3.357126
8192,2699,5493,Mixed,14825607,219798622918449,3.66486
8192,2700,5492,Composite,20595,424154025,2.204616
8192,2701,5491,Composite,872423,761121890929,3.036103
8192,2702,5490,Composite,1236165,1528103907225,3.113452
8192,2703,5489,Composite,14836767,220129655012289,3.665027
8192,2704,5488,Composite,91,8281,1.001199
8192,2705,5487,Composite,14842335,220294908252225,3.66511
8192,2706,5486,Composite,3711279,13773591815841,3.357459
8192,2707,5485,Mixed,14847895,220459985931025,3.665193
8192,2708,5484,Composite,928167,861493979889,3.04985
8192,2709,5483,Mixed,4951149,24513876420201,3.421436
8192,2710,5482,Composite,3714055,13794204543025,3.357625
8192,2711,5481,Mixed,1650999,2725797698001,3.177678
8192,2712,5480,Composite,232215,53923806225,2.742323
8192,2713,5479,Goldbach,14864527,220954162933729,3.665442
8192,2714,5478,Composite,3716823,13814773213329,3.357791
8192,2715,5477,Mixed,14870055,221118535703025,3.665524
8192,2716,5476,Composite,25123,631165129,2.248726
8192,2717,5475,Composite,2975115,8851309263225,3.308387
8192,2718,5474,Composite,1239861,1537255299321,3.114115
8192,2719,5473,Mixed,14881087,221446750301569,3.665689
8192,2720,5472,Composite,4845,23474025,1.883428
8192,2721,5471,Mixed,14886591,221610591601281,3.665771
8192,2722,5470,Composite,3722335,13855777852225,3.358119
8192,2723,5469,Composite,14892087,221774255215569,3.665853
